time_days,flux,flux_err
0.710648,0.96905912,0.00050000
0.712963,0.97008285,0.00050000
0.715278,0.96965708,0.00050000
0.717593,0.96916942,0.00050000
0.719907,0.96940716,0.00050000
0.722222,0.96908998,0.00050000
0.724537,0.96985206,0.00050000
0.726852,0.96968197,0.00050000
0.729167,0.96923187,0.00050000
0.731481,0.96895613,0.00050000
0.733796,0.96962593,0.00050000
0.736111,0.96993293,0.00050000
0.738426,0.96940249,0.00050000
0.740741,0.96964982,0.00050000
0.743056,0.96925388,0.00050000
0.745370,0.96945847,0.00050000
0.747685,0.96927399,0.00050000
0.750000,0.96954755,0.00050000
0.752315,0.96866249,0.00050000
0.754630,0.96969708,0.00050000
0.756944,0.96926317,0.00050000
0.759259,0.96953878,0.00050000
0.761574,0.96919009,0.00050000
0.763889,0.96950093,0.00050000
0.766204,0.96881590,0.00050000
0.768519,0.96990350,0.00050000
0.770833,0.96849134,0.00050000
0.773148,0.96880446,0.00050000
0.775463,0.96941386,0.00050000
0.777778,0.97000024,0.00050000
0.780093,0.96941699,0.00050000
0.782407,0.96915334,0.00050000
0.784722,0.96857402,0.00050000
0.787037,0.96916417,0.00050000
0.789352,0.96923920,0.00050000
0.791667,0.97006080,0.00050000
0.793981,0.96953479,0.00050000
0.796296,0.96848378,0.00050000
0.798611,0.97020085,0.00050000
0.800926,0.96901890,0.00050000
0.803241,0.96877672,0.00050000
0.805556,0.96991146,0.00050000
0.807870,0.96916511,0.00050000
0.810185,0.96900428,0.00050000
0.812500,0.96928196,0.00050000
0.814815,0.96957915,0.00050000
0.817130,0.96964483,0.00050000
0.819444,0.96848993,0.00050000
0.821759,0.97012017,0.00050000
0.824074,0.96960429,0.00050000
0.826389,0.96895546,0.00050000
0.828704,0.96873680,0.00050000
0.831019,0.96865852,0.00050000
0.833333,0.96918313,0.00050000
0.835648,0.96880396,0.00050000
0.837963,0.96874241,0.00050000
0.840278,0.96950212,0.00050000
0.842593,0.96928093,0.00050000
0.844907,0.96890837,0.00050000
0.847222,0.96945163,0.00050000
0.849537,0.96975465,0.00050000
0.851852,0.96855677,0.00050000
0.854167,0.96879129,0.00050000
0.856481,0.96953751,0.00050000
0.858796,0.96942566,0.00050000
0.861111,0.96918372,0.00050000
0.863426,0.96963451,0.00050000
0.865741,0.96854010,0.00050000
0.868056,0.96834781,0.00050000
0.870370,0.96864242,0.00050000
0.872685,0.96911977,0.00050000
0.875000,0.96867206,0.00050000
0.877315,0.96881987,0.00050000
0.879630,0.96858147,0.00050000
0.881944,0.96875179,0.00050000
0.884259,0.96856390,0.00050000
0.886574,0.96922815,0.00050000
0.888889,0.96943433,0.00050000
0.891204,0.96881484,0.00050000
0.893519,0.96894656,0.00050000
0.895833,0.96876469,0.00050000
0.898148,0.96930373,0.00050000
0.900463,0.96908902,0.00050000
0.902778,0.96981893,0.00050000
0.905093,0.96851457,0.00050000
0.907407,0.96922197,0.00050000
0.909722,0.96926196,0.00050000
0.912037,0.96887245,0.00050000
0.914352,0.96933109,0.00050000
0.916667,0.96835139,0.00050000
0.918981,0.97007786,0.00050000
0.921296,0.96840070,0.00050000
0.923611,0.96949922,0.00050000
0.925926,0.96851106,0.00050000
0.928241,0.96961486,0.00050000
0.930556,0.96887212,0.00050000
0.932870,0.96913780,0.00050000
0.935185,0.96908924,0.00050000
0.937500,0.96959980,0.00050000
0.939815,0.96891274,0.00050000
0.942130,0.96763254,0.00050000
0.944444,0.96870610,0.00050000
0.946759,0.96916710,0.00050000
0.949074,0.96886782,0.00050000
0.951389,0.96945844,0.00050000
0.953704,0.96958130,0.00050000
0.956019,0.96902117,0.00050000
0.958333,0.96837450,0.00050000
0.960648,0.96977261,0.00050000
0.962963,0.96963105,0.00050000
0.965278,0.96896532,0.00050000
0.967593,0.97013777,0.00050000
0.969907,0.96895103,0.00050000
0.972222,0.96857389,0.00050000
0.974537,0.96905513,0.00050000
0.976852,0.96965897,0.00050000
0.979167,0.96868722,0.00050000
0.981481,0.97009405,0.00050000
0.983796,0.96871889,0.00050000
0.986111,0.96962275,0.00050000
0.988426,0.96943024,0.00050000
0.990741,0.96909794,0.00050000
0.993056,0.96970337,0.00050000
0.995370,0.96845871,0.00050000
0.997685,0.96985150,0.00050000
1.000000,0.96916932,0.00050000
1.002315,0.96894441,0.00050000
1.004630,0.96957828,0.00050000
1.006944,0.96973658,0.00050000
1.009259,0.96960363,0.00050000
1.011574,0.97020794,0.00050000
1.013889,0.96977040,0.00050000
1.016204,0.96987696,0.00050000
1.018519,0.96900099,0.00050000
1.020833,0.96932300,0.00050000
1.023148,0.96955304,0.00050000
1.025463,0.96928020,0.00050000
1.027778,0.96944406,0.00050000
1.030093,0.96951352,0.00050000
1.032407,0.96972557,0.00050000
1.034722,0.96927622,0.00050000
1.037037,0.96916538,0.00050000
1.039352,0.96894297,0.00050000
1.041667,0.96892202,0.00050000
1.043981,0.96993310,0.00050000
1.046296,0.96933355,0.00050000
1.048611,0.96976643,0.00050000
1.050926,0.96876589,0.00050000
1.053241,0.96846559,0.00050000
1.055556,0.96890741,0.00050000
1.057870,0.96998308,0.00050000
1.060185,0.96995585,0.00050000
1.062500,0.96960988,0.00050000
1.064815,0.96907091,0.00050000
1.067130,0.96940777,0.00050000
1.069444,0.96933817,0.00050000
1.071759,0.96932676,0.00050000
1.074074,0.96829024,0.00050000
1.076389,0.96910132,0.00050000
1.078704,0.96943705,0.00050000
1.081019,0.97027668,0.00050000
1.083333,0.96963124,0.00050000
1.085648,0.97024490,0.00050000
1.087963,0.96938681,0.00050000
1.090278,0.96946760,0.00050000
1.092593,0.96771144,0.00050000
1.094907,0.96983998,0.00050000
1.097222,0.96989332,0.00050000
1.099537,0.97049621,0.00050000
1.101852,0.96941762,0.00050000
1.104167,0.96971237,0.00050000
1.106481,0.96933763,0.00050000
1.108796,0.96912252,0.00050000
1.111111,0.96936043,0.00050000
1.113426,0.96955234,0.00050000
1.115741,0.97039052,0.00050000
1.118056,0.96974776,0.00050000
1.120370,0.96937691,0.00050000
1.122685,0.96984286,0.00050000
1.125000,0.96989337,0.00050000
1.127315,0.96947375,0.00050000
1.129630,0.97037015,0.00050000
1.131944,0.96891386,0.00050000
1.134259,0.96974025,0.00050000
1.136574,0.97018055,0.00050000
1.138889,0.96922310,0.00050000
1.141204,0.97006176,0.00050000
1.143519,0.97052798,0.00050000
1.145833,0.97013540,0.00050000
1.148148,0.96911014,0.00050000
1.150463,0.96959126,0.00050000
1.152778,0.97055672,0.00050000
1.155093,0.97011842,0.00050000
1.157407,0.96998367,0.00050000
1.159722,0.97021722,0.00050000
1.162037,0.97036777,0.00050000
1.164352,0.96968933,0.00050000
1.166667,0.96990701,0.00050000
1.168981,0.97013213,0.00050000
1.171296,0.96981401,0.00050000
1.173611,0.97002815,0.00050000
1.175926,0.97073742,0.00050000
1.178241,0.96965367,0.00050000
1.180556,0.97107265,0.00050000
1.182870,0.97106488,0.00050000
1.185185,0.96933759,0.00050000
1.187500,0.97011544,0.00050000
1.189815,0.97036530,0.00050000
1.192130,0.96984536,0.00050000
1.194444,0.96987026,0.00050000
1.196759,0.97012985,0.00050000
1.199074,0.97061884,0.00050000
1.201389,0.97002769,0.00050000
1.203704,0.97117699,0.00050000
1.206019,0.97044705,0.00050000
1.208333,0.97027205,0.00050000
1.210648,0.97104007,0.00050000
1.212963,0.97065631,0.00050000
1.215278,0.97054706,0.00050000
1.217593,0.97022274,0.00050000
1.219907,0.97127851,0.00050000
1.222222,0.97080784,0.00050000
1.224537,0.97033082,0.00050000
1.226852,0.96967990,0.00050000
1.229167,0.97064107,0.00050000
1.231481,0.96992081,0.00050000
1.233796,0.96965861,0.00050000
1.236111,0.97037076,0.00050000
1.238426,0.97065795,0.00050000
1.240741,0.97115870,0.00050000
1.243056,0.97068892,0.00050000
1.245370,0.97095806,0.00050000
1.247685,0.96998777,0.00050000
1.250000,0.97058655,0.00050000
1.252315,0.97067284,0.00050000
1.254630,0.97104587,0.00050000
1.256944,0.97069902,0.00050000
1.259259,0.97104772,0.00050000
1.261574,0.97042817,0.00050000
1.263889,0.97086124,0.00050000
1.266204,0.97090372,0.00050000
1.268519,0.97011121,0.00050000
1.270833,0.97081727,0.00050000
1.273148,0.97059149,0.00050000
1.275463,0.96983806,0.00050000
1.277778,0.97124099,0.00050000
1.280093,0.97061523,0.00050000
1.282407,0.97039183,0.00050000
1.284722,0.97063669,0.00050000
1.287037,0.97090110,0.00050000
1.289352,0.97157973,0.00050000
1.291667,0.97078217,0.00050000
1.293981,0.97110594,0.00050000
1.296296,0.97155712,0.00050000
1.298611,0.97116375,0.00050000
1.300926,0.97143719,0.00050000
1.303241,0.97070172,0.00050000
1.305556,0.97132059,0.00050000
1.307870,0.97093224,0.00050000
1.310185,0.97149509,0.00050000
1.312500,0.97050084,0.00050000
1.314815,0.97062295,0.00050000
1.317130,0.97162976,0.00050000
1.319444,0.97093262,0.00050000
1.321759,0.97086683,0.00050000
1.324074,0.97109165,0.00050000
1.326389,0.97073264,0.00050000
1.328704,0.97172596,0.00050000
1.331019,0.97048694,0.00050000
1.333333,0.97103246,0.00050000
1.335648,0.97128639,0.00050000
1.337963,0.97107997,0.00050000
1.340278,0.97075392,0.00050000
1.342593,0.97073416,0.00050000
1.344907,0.97137383,0.00050000
1.347222,0.97067981,0.00050000
1.349537,0.97150499,0.00050000
1.351852,0.97046420,0.00050000
1.354167,0.97094598,0.00050000
1.356481,0.97124437,0.00050000
1.358796,0.97063097,0.00050000
1.361111,0.97156586,0.00050000
1.363426,0.97125190,0.00050000
1.365741,0.97076953,0.00050000
1.368056,0.97054637,0.00050000
1.370370,0.97053460,0.00050000
1.372685,0.97132941,0.00050000
1.375000,0.97075422,0.00050000
1.377315,0.97066381,0.00050000
1.379630,0.97122399,0.00050000
1.381944,0.97245095,0.00050000
1.384259,0.97149105,0.00050000
1.386574,0.97173641,0.00050000
1.388889,0.97147938,0.00050000
1.391204,0.97176563,0.00050000
1.393519,0.97074402,0.00050000
1.395833,0.97119602,0.00050000
1.398148,0.97154082,0.00050000
1.400463,0.97141448,0.00050000
1.402778,0.97133901,0.00050000
1.405093,0.97111799,0.00050000
1.407407,0.97132429,0.00050000
1.409722,0.97108263,0.00050000
1.412037,0.97029189,0.00050000
1.414352,0.97089536,0.00050000
1.416667,0.97171344,0.00050000
1.418981,0.97224584,0.00050000
1.421296,0.97237800,0.00050000
1.423611,0.97155293,0.00050000
1.425926,0.97194674,0.00050000
1.428241,0.97196109,0.00050000
1.430556,0.97119210,0.00050000
1.432870,0.97071131,0.00050000
1.435185,0.97155659,0.00050000
1.437500,0.97069358,0.00050000
1.439815,0.97139956,0.00050000
1.442130,0.97185598,0.00050000
1.444444,0.97087846,0.00050000
1.446759,0.97158884,0.00050000
1.449074,0.97218041,0.00050000
1.451389,0.97175999,0.00050000
1.453704,0.97184346,0.00050000
1.456019,0.97203523,0.00050000
1.458333,0.97244109,0.00050000
1.460648,0.97167903,0.00050000
1.462963,0.97220671,0.00050000
1.465278,0.97158392,0.00050000
1.467593,0.97135461,0.00050000
1.469907,0.97177649,0.00050000
1.472222,0.97133411,0.00050000
1.474537,0.97135391,0.00050000
1.476852,0.97134091,0.00050000
1.479167,0.97052599,0.00050000
1.481481,0.97169387,0.00050000
1.483796,0.97103299,0.00050000
1.486111,0.97159701,0.00050000
1.488426,0.97235518,0.00050000
1.490741,0.97140199,0.00050000
1.493056,0.97139436,0.00050000
1.495370,0.97232111,0.00050000
1.497685,0.97192677,0.00050000
1.500000,0.97213745,0.00050000
1.502315,0.97149337,0.00050000
1.504630,0.97203018,0.00050000
1.506944,0.97133606,0.00050000
1.509259,0.97134231,0.00050000
1.511574,0.97196049,0.00050000
1.513889,0.97138206,0.00050000
1.516204,0.97204511,0.00050000
1.518519,0.97283363,0.00050000
1.520833,0.97085630,0.00050000
1.523148,0.97130952,0.00050000
1.525463,0.97221768,0.00050000
1.527778,0.97160394,0.00050000
1.530093,0.97223715,0.00050000
1.532407,0.97118368,0.00050000
1.534722,0.97183363,0.00050000
1.537037,0.97159909,0.00050000
1.539352,0.97173920,0.00050000
1.541667,0.97183054,0.00050000
1.543981,0.97107690,0.00050000
1.546296,0.97114613,0.00050000
1.548611,0.97234402,0.00050000
1.550926,0.97180572,0.00050000
1.553241,0.97171305,0.00050000
1.555556,0.97163787,0.00050000
1.557870,0.97182977,0.00050000
1.560185,0.97109365,0.00050000
1.562500,0.97116700,0.00050000
1.564815,0.97228130,0.00050000
1.567130,0.97171889,0.00050000
1.569444,0.97205465,0.00050000
1.571759,0.97134507,0.00050000
1.574074,0.97230292,0.00050000
1.576389,0.97179890,0.00050000
1.578704,0.97186089,0.00050000
1.581019,0.97188951,0.00050000
1.583333,0.97123254,0.00050000
1.585648,0.97070976,0.00050000
1.587963,0.97108873,0.00050000
1.590278,0.97239603,0.00050000
1.592593,0.97223111,0.00050000
1.594907,0.97142690,0.00050000
1.597222,0.97144356,0.00050000
1.599537,0.97208718,0.00050000
1.601852,0.97149714,0.00050000
1.604167,0.97094291,0.00050000
1.606481,0.97218091,0.00050000
1.608796,0.97179246,0.00050000
1.611111,0.97033436,0.00050000
1.613426,0.97139648,0.00050000
1.615741,0.97161149,0.00050000
1.618056,0.97176850,0.00050000
1.620370,0.97160201,0.00050000
1.622685,0.97121286,0.00050000
1.625000,0.97145787,0.00050000
1.627315,0.97164966,0.00050000
1.629630,0.97136921,0.00050000
1.631944,0.97131119,0.00050000
1.634259,0.97209104,0.00050000
1.636574,0.97101675,0.00050000
1.638889,0.97129829,0.00050000
1.641204,0.97047440,0.00050000
1.643519,0.97171357,0.00050000
1.645833,0.97184440,0.00050000
1.648148,0.97170007,0.00050000
1.650463,0.97187034,0.00050000
1.652778,0.97163009,0.00050000
1.655093,0.97157340,0.00050000
1.657407,0.97162795,0.00050000
1.659722,0.97125912,0.00050000
1.662037,0.97195564,0.00050000
1.664352,0.97120065,0.00050000
1.666667,0.97065074,0.00050000
1.668981,0.97176228,0.00050000
1.671296,0.97223774,0.00050000
1.673611,0.97086438,0.00050000
1.675926,0.97127053,0.00050000
1.678241,0.97097703,0.00050000
1.680556,0.97111442,0.00050000
1.682870,0.97131077,0.00050000
1.685185,0.97067543,0.00050000
1.687500,0.97113222,0.00050000
1.689815,0.97054495,0.00050000
1.692130,0.97096930,0.00050000
1.694444,0.97065849,0.00050000
1.696759,0.97070882,0.00050000
1.699074,0.97037692,0.00050000
1.701389,0.97179098,0.00050000
1.703704,0.97143490,0.00050000
1.706019,0.97024634,0.00050000
1.708333,0.97087506,0.00050000
1.710648,0.97082747,0.00050000
1.712963,0.97080553,0.00050000
1.715278,0.97042681,0.00050000
1.717593,0.97148225,0.00050000
1.719907,0.97091211,0.00050000
1.722222,0.97131879,0.00050000
1.724537,0.97133477,0.00050000
1.726852,0.97173384,0.00050000
1.729167,0.97017392,0.00050000
1.731481,0.97188465,0.00050000
1.733796,0.97164402,0.00050000
1.736111,0.97129372,0.00050000
1.738426,0.97215888,0.00050000
1.740741,0.97108924,0.00050000
1.743056,0.97137515,0.00050000
1.745370,0.97060544,0.00050000
1.747685,0.97150051,0.00050000
1.750000,0.97101844,0.00050000
1.752315,0.97070485,0.00050000
1.754630,0.97193697,0.00050000
1.756944,0.97074894,0.00050000
1.759259,0.97088752,0.00050000
1.761574,0.97077394,0.00050000
1.763889,0.97048946,0.00050000
1.766204,0.97109991,0.00050000
1.768519,0.97118661,0.00050000
1.770833,0.97098653,0.00050000
1.773148,0.96965592,0.00050000
1.775463,0.97127577,0.00050000
1.777778,0.97060308,0.00050000
1.780093,0.97016904,0.00050000
1.782407,0.97103751,0.00050000
1.784722,0.97100384,0.00050000
1.787037,0.97021086,0.00050000
1.789352,0.97190175,0.00050000
1.791667,0.97010178,0.00050000
1.793981,0.96983375,0.00050000
1.796296,0.97010026,0.00050000
1.798611,0.97133488,0.00050000
1.800926,0.97054623,0.00050000
1.803241,0.97043678,0.00050000
1.805556,0.97057278,0.00050000
1.807870,0.97029924,0.00050000
1.810185,0.97023949,0.00050000
1.812500,0.97024893,0.00050000
1.814815,0.97088892,0.00050000
1.817130,0.97102611,0.00050000
1.819444,0.97000510,0.00050000
1.821759,0.97061847,0.00050000
1.824074,0.97087035,0.00050000
1.826389,0.96994904,0.00050000
1.828704,0.97021558,0.00050000
1.831019,0.96994149,0.00050000
1.833333,0.96980444,0.00050000
1.835648,0.97046565,0.00050000
1.837963,0.97004488,0.00050000
1.840278,0.97069368,0.00050000
1.842593,0.97035900,0.00050000
1.844907,0.97055910,0.00050000
1.847222,0.97020295,0.00050000
1.849537,0.97002248,0.00050000
1.851852,0.97027225,0.00050000
1.854167,0.97029960,0.00050000
1.856481,0.96994552,0.00050000
1.858796,0.97048061,0.00050000
1.861111,0.97062170,0.00050000
1.863426,0.97032220,0.00050000
1.865741,0.97106254,0.00050000
1.868056,0.96991081,0.00050000
1.870370,0.97045603,0.00050000
1.872685,0.96999138,0.00050000
1.875000,0.97028955,0.00050000
1.877315,0.96975940,0.00050000
1.879630,0.97068899,0.00050000
1.881944,0.97021980,0.00050000
1.884259,0.97069900,0.00050000
1.886574,0.96949308,0.00050000
1.888889,0.96985423,0.00050000
1.891204,0.96964719,0.00050000
1.893519,0.96980865,0.00050000
1.895833,0.96971735,0.00050000
1.898148,0.96998149,0.00050000
1.900463,0.97001835,0.00050000
