time_days,flux,flux_err
0.421296,1.00048945,0.00050000
0.423611,1.00135755,0.00050000
0.425926,1.00105011,0.00050000
0.428241,1.00189918,0.00050000
0.430556,1.00177352,0.00050000
0.432870,0.99994318,0.00050000
0.435185,1.00132605,0.00050000
0.437500,1.00050283,0.00050000
0.439815,1.00187274,0.00050000
0.442130,1.00140832,0.00050000
0.444444,1.00160481,0.00050000
0.446759,1.00080438,0.00050000
0.449074,1.00225748,0.00050000
0.451389,1.00235961,0.00050000
0.453704,1.00082349,0.00050000
0.456019,1.00154858,0.00050000
0.458333,1.00103181,0.00050000
0.460648,1.00136295,0.00050000
0.462963,1.00074818,0.00050000
0.465278,1.00232083,0.00050000
0.467593,1.00090891,0.00050000
0.469907,1.00125170,0.00050000
0.472222,1.00165671,0.00050000
0.474537,1.00108840,0.00050000
0.476852,1.00129873,0.00050000
0.479167,1.00114277,0.00050000
0.481481,1.00136405,0.00050000
0.483796,1.00085169,0.00050000
0.486111,1.00122413,0.00050000
0.488426,1.00134584,0.00050000
0.490741,1.00128857,0.00050000
0.493056,1.00148992,0.00050000
0.495370,1.00132115,0.00050000
0.497685,1.00185043,0.00050000
0.500000,1.00131833,0.00050000
0.502315,1.00141771,0.00050000
0.504630,1.00115973,0.00050000
0.506944,1.00123494,0.00050000
0.509259,1.00087202,0.00050000
0.511574,1.00176972,0.00050000
0.513889,1.00094511,0.00050000
0.516204,1.00114948,0.00050000
0.518519,1.00170806,0.00050000
0.520833,1.00173574,0.00050000
0.523148,1.00134040,0.00050000
0.525463,1.00053682,0.00050000
0.527778,1.00176270,0.00050000
0.530093,1.00168820,0.00050000
0.532407,1.00085819,0.00050000
0.534722,1.00195549,0.00050000
0.537037,1.00122572,0.00050000
0.539352,1.00101911,0.00050000
0.541667,1.00163599,0.00050000
0.543981,1.00150480,0.00050000
0.546296,1.00170125,0.00050000
0.548611,1.00080295,0.00050000
0.550926,1.00251782,0.00050000
0.553241,1.00131624,0.00050000
0.555556,1.00085359,0.00050000
0.557870,1.00193869,0.00050000
0.560185,1.00145770,0.00050000
0.562500,1.00180335,0.00050000
0.564815,1.00147693,0.00050000
0.567130,1.00162266,0.00050000
0.569444,1.00178121,0.00050000
0.571759,1.00129077,0.00050000
0.574074,1.00200923,0.00050000
0.576389,1.00144067,0.00050000
0.578704,1.00124651,0.00050000
0.581019,1.00172561,0.00050000
0.583333,1.00191533,0.00050000
0.585648,1.00158398,0.00050000
0.587963,1.00127295,0.00050000
0.590278,1.00201979,0.00050000
0.592593,1.00083541,0.00050000
0.594907,1.00120580,0.00050000
0.597222,1.00174664,0.00050000
0.599537,1.00105199,0.00050000
0.601852,1.00175214,0.00050000
0.604167,1.00171633,0.00050000
0.606481,1.00219873,0.00050000
0.608796,1.00129756,0.00050000
0.611111,1.00144758,0.00050000
0.613426,1.00193269,0.00050000
0.615741,1.00054287,0.00050000
0.618056,1.00332722,0.00050000
0.620370,1.00143340,0.00050000
0.622685,1.00142333,0.00050000
0.625000,1.00222431,0.00050000
0.627315,1.00177933,0.00050000
0.629630,1.00091501,0.00050000
0.631944,1.00212366,0.00050000
0.634259,1.00224334,0.00050000
0.636574,1.00159612,0.00050000
0.638889,1.00168573,0.00050000
0.641204,1.00207494,0.00050000
0.643519,1.00138297,0.00050000
0.645833,1.00206195,0.00050000
0.648148,1.00194778,0.00050000
0.650463,1.00151604,0.00050000
0.652778,1.00116281,0.00050000
0.655093,1.00175140,0.00050000
0.657407,1.00143183,0.00050000
0.659722,1.00237556,0.00050000
0.662037,1.00195221,0.00050000
0.664352,1.00227650,0.00050000
0.666667,1.00195805,0.00050000
0.668981,1.00202746,0.00050000
0.671296,1.00150976,0.00050000
0.673611,1.00224053,0.00050000
0.675926,1.00280408,0.00050000
0.678241,1.00176210,0.00050000
0.680556,1.00162576,0.00050000
0.682870,1.00184842,0.00050000
0.685185,1.00169188,0.00050000
0.687500,1.00158694,0.00050000
0.689815,1.00201193,0.00050000
0.692130,1.00180251,0.00050000
0.694444,1.00267253,0.00050000
0.696759,1.00195831,0.00050000
0.699074,1.00212526,0.00050000
0.701389,1.00244440,0.00050000
0.703704,1.00182308,0.00050000
0.706019,1.00269689,0.00050000
0.708333,1.00166722,0.00050000
0.710648,1.00158443,0.00050000
0.712963,1.00181048,0.00050000
0.715278,1.00194126,0.00050000
0.717593,1.00130295,0.00050000
0.719907,1.00199103,0.00050000
0.722222,1.00117980,0.00050000
0.724537,1.00271456,0.00050000
0.726852,1.00198293,0.00050000
0.729167,1.00170737,0.00050000
0.731481,1.00157909,0.00050000
0.733796,1.00184594,0.00050000
0.736111,1.00193150,0.00050000
0.738426,1.00152565,0.00050000
0.740741,1.00159286,0.00050000
0.743056,1.00196401,0.00050000
0.745370,1.00180203,0.00050000
0.747685,1.00253684,0.00050000
0.750000,1.00264096,0.00050000
0.752315,1.00208482,0.00050000
0.754630,1.00231838,0.00050000
0.756944,1.00141874,0.00050000
0.759259,1.00240979,0.00050000
0.761574,1.00208051,0.00050000
0.763889,1.00234285,0.00050000
0.766204,1.00290539,0.00050000
0.768519,1.00096947,0.00050000
0.770833,1.00224504,0.00050000
0.773148,1.00156967,0.00050000
0.775463,1.00241997,0.00050000
0.777778,1.00147184,0.00050000
0.780093,1.00188541,0.00050000
0.782407,1.00223907,0.00050000
0.784722,1.00244904,0.00050000
0.787037,1.00218426,0.00050000
0.789352,1.00175500,0.00050000
0.791667,1.00187919,0.00050000
0.793981,1.00260273,0.00050000
0.796296,1.00216224,0.00050000
0.798611,1.00132758,0.00050000
0.800926,1.00259580,0.00050000
0.803241,1.00238656,0.00050000
0.805556,1.00261960,0.00050000
0.807870,1.00201901,0.00050000
0.810185,1.00260583,0.00050000
0.812500,1.00166563,0.00050000
0.814815,1.00248555,0.00050000
0.817130,1.00195974,0.00050000
0.819444,1.00254647,0.00050000
0.821759,1.00271647,0.00050000
0.824074,1.00184998,0.00050000
0.826389,1.00219668,0.00050000
0.828704,1.00224608,0.00050000
0.831019,1.00282572,0.00050000
0.833333,1.00259044,0.00050000
0.835648,1.00162978,0.00050000
0.837963,1.00247247,0.00050000
0.840278,1.00262044,0.00050000
0.842593,1.00331401,0.00050000
0.844907,1.00141673,0.00050000
0.847222,1.00199232,0.00050000
0.849537,1.00293135,0.00050000
0.851852,1.00159128,0.00050000
0.854167,1.00167322,0.00050000
0.856481,1.00253561,0.00050000
0.858796,1.00279038,0.00050000
0.861111,1.00195093,0.00050000
0.863426,1.00255941,0.00050000
0.865741,1.00235189,0.00050000
0.868056,1.00305683,0.00050000
0.870370,1.00230073,0.00050000
0.872685,1.00280062,0.00050000
0.875000,1.00185794,0.00050000
0.877315,1.00222104,0.00050000
0.879630,1.00226910,0.00050000
0.881944,1.00289096,0.00050000
0.884259,1.00261515,0.00050000
0.886574,1.00195338,0.00050000
0.888889,1.00267415,0.00050000
0.891204,1.00272237,0.00050000
0.893519,1.00228511,0.00050000
0.895833,1.00221596,0.00050000
0.898148,1.00225173,0.00050000
0.900463,1.00150496,0.00050000
0.902778,1.00245064,0.00050000
0.905093,1.00247736,0.00050000
0.907407,1.00193108,0.00050000
0.909722,1.00273883,0.00050000
0.912037,1.00168488,0.00050000
0.914352,1.00209919,0.00050000
0.916667,1.00214120,0.00050000
0.918981,1.00337626,0.00050000
0.921296,1.00158660,0.00050000
0.923611,1.00267118,0.00050000
0.925926,1.00286458,0.00050000
0.928241,1.00258601,0.00050000
0.930556,1.00299168,0.00050000
0.932870,1.00190301,0.00050000
0.935185,1.00126783,0.00050000
0.937500,1.00279495,0.00050000
0.939815,1.00181718,0.00050000
0.942130,1.00225543,0.00050000
0.944444,1.00183273,0.00050000
0.946759,1.00295183,0.00050000
0.949074,1.00286173,0.00050000
0.951389,1.00207260,0.00050000
0.953704,1.00288783,0.00050000
0.956019,1.00250017,0.00050000
0.958333,1.00237326,0.00050000
0.960648,1.00247508,0.00050000
0.962963,1.00234839,0.00050000
0.965278,1.00276064,0.00050000
0.967593,1.00261167,0.00050000
0.969907,1.00228511,0.00050000
0.972222,1.00296630,0.00050000
0.974537,1.00216075,0.00050000
0.976852,1.00261325,0.00050000
0.979167,1.00268414,0.00050000
0.981481,1.00321572,0.00050000
0.983796,1.00222685,0.00050000
0.986111,1.00335434,0.00050000
0.988426,1.00257409,0.00050000
0.990741,1.00239222,0.00050000
0.993056,1.00215615,0.00050000
0.995370,1.00278869,0.00050000
0.997685,1.00252316,0.00050000
1.000000,1.00195002,0.00050000
1.002315,1.00194099,0.00050000
1.004630,1.00223027,0.00050000
1.006944,1.00217311,0.00050000
1.009259,1.00305933,0.00050000
1.011574,1.00320499,0.00050000
1.013889,1.00295453,0.00050000
1.016204,1.00270220,0.00050000
1.018519,1.00231214,0.00050000
1.020833,1.00255648,0.00050000
1.023148,1.00297456,0.00050000
1.025463,1.00360064,0.00050000
1.027778,1.00299453,0.00050000
1.030093,1.00240079,0.00050000
1.032407,1.00256290,0.00050000
1.034722,1.00230549,0.00050000
1.037037,1.00215843,0.00050000
1.039352,1.00246035,0.00050000
1.041667,1.00265311,0.00050000
1.043981,1.00347606,0.00050000
1.046296,1.00258692,0.00050000
1.048611,1.00324236,0.00050000
1.050926,1.00345018,0.00050000
1.053241,1.00260859,0.00050000
1.055556,1.00337581,0.00050000
1.057870,1.00293208,0.00050000
1.060185,1.00236854,0.00050000
1.062500,1.00271257,0.00050000
1.064815,1.00259408,0.00050000
1.067130,1.00246911,0.00050000
1.069444,1.00248851,0.00050000
1.071759,1.00266262,0.00050000
1.074074,1.00281019,0.00050000
1.076389,1.00215323,0.00050000
1.078704,1.00259353,0.00050000
1.081019,1.00183959,0.00050000
1.083333,1.00273368,0.00050000
1.085648,1.00291759,0.00050000
1.087963,1.00269025,0.00050000
1.090278,1.00275367,0.00050000
1.092593,1.00290817,0.00050000
1.094907,1.00228308,0.00050000
1.097222,1.00249852,0.00050000
1.099537,1.00287591,0.00050000
1.101852,1.00312377,0.00050000
1.104167,1.00282265,0.00050000
1.106481,1.00390397,0.00050000
1.108796,1.00258419,0.00050000
1.111111,1.00313202,0.00050000
1.113426,1.00326785,0.00050000
1.115741,1.00256987,0.00050000
1.118056,1.00222876,0.00050000
1.120370,1.00204996,0.00050000
1.122685,1.00272463,0.00050000
1.125000,1.00320085,0.00050000
1.127315,1.00278373,0.00050000
1.129630,1.00273649,0.00050000
1.131944,1.00246262,0.00050000
1.134259,1.00293488,0.00050000
1.136574,1.00158857,0.00050000
1.138889,1.00277478,0.00050000
1.141204,1.00267474,0.00050000
1.143519,1.00197758,0.00050000
1.145833,1.00375260,0.00050000
1.148148,1.00197313,0.00050000
1.150463,1.00213009,0.00050000
1.152778,1.00207042,0.00050000
1.155093,1.00322802,0.00050000
1.157407,1.00223075,0.00050000
1.159722,1.00301107,0.00050000
1.162037,1.00297243,0.00050000
1.164352,1.00281042,0.00050000
1.166667,1.00202869,0.00050000
1.168981,1.00237830,0.00050000
1.171296,1.00352277,0.00050000
1.173611,1.00204268,0.00050000
1.175926,1.00227405,0.00050000
1.178241,1.00261056,0.00050000
1.180556,1.00309797,0.00050000
1.182870,1.00282107,0.00050000
1.185185,1.00306802,0.00050000
1.187500,1.00216509,0.00050000
1.189815,1.00317284,0.00050000
1.192130,1.00298667,0.00050000
1.194444,1.00190656,0.00050000
1.196759,1.00347546,0.00050000
1.199074,1.00385335,0.00050000
1.201389,1.00232449,0.00050000
1.203704,1.00273822,0.00050000
1.206019,1.00341070,0.00050000
1.208333,1.00197295,0.00050000
1.210648,1.00172019,0.00050000
1.212963,1.00206819,0.00050000
1.215278,1.00243466,0.00050000
1.217593,1.00243048,0.00050000
1.219907,1.00302486,0.00050000
1.222222,1.00285692,0.00050000
1.224537,1.00210107,0.00050000
1.226852,1.00300923,0.00050000
1.229167,1.00366400,0.00050000
1.231481,1.00332689,0.00050000
1.233796,1.00322530,0.00050000
1.236111,1.00274120,0.00050000
1.238426,1.00322427,0.00050000
1.240741,1.00225072,0.00050000
1.243056,1.00311060,0.00050000
1.245370,1.00269276,0.00050000
1.247685,1.00330312,0.00050000
1.250000,1.00297193,0.00050000
1.252315,1.00219522,0.00050000
1.254630,1.00280538,0.00050000
1.256944,1.00335170,0.00050000
1.259259,1.00217916,0.00050000
1.261574,1.00246538,0.00050000
1.263889,1.00236176,0.00050000
1.266204,1.00199941,0.00050000
1.268519,1.00322898,0.00050000
1.270833,1.00340494,0.00050000
1.273148,1.00315054,0.00050000
1.275463,1.00287287,0.00050000
1.277778,1.00272661,0.00050000
1.280093,1.00287335,0.00050000
1.282407,1.00238889,0.00050000
1.284722,1.00320258,0.00050000
1.287037,1.00327938,0.00050000
1.289352,1.00322386,0.00050000
1.291667,1.00249305,0.00050000
1.293981,1.00279865,0.00050000
1.296296,1.00267746,0.00050000
1.298611,1.00365552,0.00050000
1.300926,1.00285194,0.00050000
1.303241,1.00182191,0.00050000
1.305556,1.00296303,0.00050000
1.307870,1.00370572,0.00050000
1.310185,1.00310797,0.00050000
1.312500,1.00320590,0.00050000
1.314815,1.00278495,0.00050000
1.317130,1.00178197,0.00050000
1.319444,1.00186326,0.00050000
1.321759,1.00214612,0.00050000
1.324074,1.00270637,0.00050000
1.326389,1.00292545,0.00050000
1.328704,1.00311581,0.00050000
1.331019,1.00260151,0.00050000
1.333333,1.00325082,0.00050000
1.335648,1.00263308,0.00050000
1.337963,1.00242130,0.00050000
1.340278,1.00319993,0.00050000
1.342593,1.00231743,0.00050000
1.344907,1.00141064,0.00050000
1.347222,1.00224571,0.00050000
1.349537,1.00282326,0.00050000
1.351852,1.00123657,0.00050000
1.354167,1.00259855,0.00050000
1.356481,1.00261151,0.00050000
1.358796,1.00206475,0.00050000
1.361111,1.00203713,0.00050000
1.363426,1.00254754,0.00050000
1.365741,1.00250559,0.00050000
1.368056,1.00340945,0.00050000
1.370370,1.00296725,0.00050000
1.372685,1.00198971,0.00050000
1.375000,1.00235311,0.00050000
1.377315,1.00313328,0.00050000
1.379630,1.00372896,0.00050000
1.381944,1.00297447,0.00050000
1.384259,1.00293680,0.00050000
1.386574,1.00371203,0.00050000
1.388889,1.00277051,0.00050000
1.391204,1.00262747,0.00050000
1.393519,1.00207555,0.00050000
1.395833,1.00252581,0.00050000
1.398148,1.00387179,0.00050000
1.400463,1.00207167,0.00050000
1.402778,1.00278822,0.00050000
1.405093,1.00207853,0.00050000
1.407407,1.00284698,0.00050000
1.409722,1.00322660,0.00050000
1.412037,1.00266096,0.00050000
1.414352,1.00314796,0.00050000
1.416667,1.00314319,0.00050000
1.418981,1.00300624,0.00050000
1.421296,1.00364079,0.00050000
1.423611,1.00317202,0.00050000
1.425926,1.00263003,0.00050000
1.428241,1.00244199,0.00050000
1.430556,1.00235962,0.00050000
1.432870,1.00302006,0.00050000
1.435185,1.00262010,0.00050000
1.437500,1.00414637,0.00050000
1.439815,1.00370281,0.00050000
1.442130,1.00267411,0.00050000
1.444444,1.00261658,0.00050000
1.446759,1.00362598,0.00050000
1.449074,1.00183895,0.00050000
1.451389,1.00255457,0.00050000
1.453704,1.00325542,0.00050000
1.456019,1.00232367,0.00050000
1.458333,1.00254097,0.00050000
1.460648,1.00260346,0.00050000
1.462963,1.00310906,0.00050000
1.465278,1.00284703,0.00050000
1.467593,1.00297891,0.00050000
1.469907,1.00307508,0.00050000
1.472222,1.00279197,0.00050000
1.474537,1.00333182,0.00050000
1.476852,1.00241158,0.00050000
1.479167,1.00205751,0.00050000
1.481481,1.00188662,0.00050000
1.483796,1.00196403,0.00050000
1.486111,1.00249873,0.00050000
1.488426,1.00328844,0.00050000
1.490741,1.00285992,0.00050000
1.493056,1.00247297,0.00050000
1.495370,1.00223670,0.00050000
1.497685,1.00250655,0.00050000
1.500000,1.00256851,0.00050000
1.502315,1.00248713,0.00050000
1.504630,1.00205272,0.00050000
1.506944,1.00253039,0.00050000
1.509259,1.00327614,0.00050000
1.511574,1.00167953,0.00050000
1.513889,1.00264578,0.00050000
1.516204,1.00170464,0.00050000
1.518519,1.00285605,0.00050000
1.520833,1.00238998,0.00050000
1.523148,1.00172005,0.00050000
1.525463,1.00281241,0.00050000
1.527778,1.00366990,0.00050000
1.530093,1.00281477,0.00050000
1.532407,1.00334033,0.00050000
1.534722,1.00272278,0.00050000
1.537037,1.00167881,0.00050000
1.539352,1.00300190,0.00050000
1.541667,1.00254656,0.00050000
1.543981,1.00202368,0.00050000
1.546296,1.00314615,0.00050000
1.548611,1.00289615,0.00050000
1.550926,1.00248899,0.00050000
1.553241,1.00318469,0.00050000
1.555556,1.00231355,0.00050000
1.557870,1.00307023,0.00050000
1.560185,1.00227719,0.00050000
1.562500,1.00301328,0.00050000
1.564815,1.00219480,0.00050000
1.567130,1.00348862,0.00050000
1.569444,1.00287002,0.00050000
1.571759,1.00345812,0.00050000
1.574074,1.00232927,0.00050000
1.576389,1.00250123,0.00050000
1.578704,1.00315788,0.00050000
1.581019,1.00136494,0.00050000
1.583333,1.00220214,0.00050000
1.585648,1.00325084,0.00050000
1.587963,1.00296551,0.00050000
1.590278,1.00322103,0.00050000
1.592593,1.00257543,0.00050000
1.594907,1.00301096,0.00050000
1.597222,1.00236218,0.00050000
1.599537,1.00204024,0.00050000
1.601852,1.00187742,0.00050000
1.604167,1.00244755,0.00050000
1.606481,1.00244751,0.00050000
1.608796,1.00240584,0.00050000
1.611111,1.00094466,0.00050000
1.613426,1.00171828,0.00050000
1.615741,1.00244977,0.00050000
1.618056,1.00285808,0.00050000
1.620370,1.00242365,0.00050000
1.622685,1.00227305,0.00050000
1.625000,1.00155569,0.00050000
1.627315,1.00371910,0.00050000
1.629630,1.00215620,0.00050000
1.631944,1.00354684,0.00050000
1.634259,1.00348386,0.00050000
1.636574,1.00283883,0.00050000
1.638889,1.00241390,0.00050000
1.641204,1.00276464,0.00050000
1.643519,1.00212031,0.00050000
1.645833,1.00282549,0.00050000
1.648148,1.00269487,0.00050000
1.650463,1.00295764,0.00050000
1.652778,1.00316511,0.00050000
1.655093,1.00355453,0.00050000
1.657407,1.00249217,0.00050000
1.659722,1.00320621,0.00050000
1.662037,1.00228686,0.00050000
1.664352,1.00223357,0.00050000
1.666667,1.00236996,0.00050000
1.668981,1.00218614,0.00050000
1.671296,1.00316536,0.00050000
1.673611,1.00313495,0.00050000
1.675926,1.00330756,0.00050000
1.678241,1.00265682,0.00050000
1.680556,1.00280471,0.00050000
1.682870,1.00237633,0.00050000
1.685185,1.00208808,0.00050000
1.687500,1.00288507,0.00050000
1.689815,1.00279373,0.00050000
1.692130,1.00210400,0.00050000
1.694444,1.00294813,0.00050000
1.696759,1.00178253,0.00050000
1.699074,1.00256182,0.00050000
1.701389,1.00233406,0.00050000
1.703704,1.00238247,0.00050000
1.706019,1.00210325,0.00050000
1.708333,1.00311908,0.00050000
1.710648,1.00292365,0.00050000
1.712963,1.00323021,0.00050000
1.715278,1.00270156,0.00050000
1.717593,1.00198508,0.00050000
1.719907,1.00244238,0.00050000
1.722222,1.00203389,0.00050000
1.724537,1.00285079,0.00050000
1.726852,1.00322448,0.00050000
1.729167,1.00278089,0.00050000
1.731481,1.00231428,0.00050000
1.733796,1.00242656,0.00050000
1.736111,1.00271112,0.00050000
1.738426,1.00188337,0.00050000
1.740741,1.00267849,0.00050000
1.743056,1.00270056,0.00050000
1.745370,1.00232630,0.00050000
1.747685,1.00238699,0.00050000
1.750000,1.00267851,0.00050000
1.752315,1.00218001,0.00050000
1.754630,1.00217647,0.00050000
1.756944,1.00297422,0.00050000
1.759259,1.00269343,0.00050000
1.761574,1.00341858,0.00050000
1.763889,1.00208274,0.00050000
1.766204,1.00168372,0.00050000
1.768519,1.00304105,0.00050000
1.770833,1.00304617,0.00050000
1.773148,1.00219543,0.00050000
1.775463,1.00182751,0.00050000
1.777778,1.00253524,0.00050000
1.780093,1.00167976,0.00050000
1.782407,1.00238160,0.00050000
1.784722,1.00145797,0.00050000
1.787037,1.00242679,0.00050000
1.789352,1.00148241,0.00050000
1.791667,1.00242097,0.00050000
1.793981,1.00329494,0.00050000
1.796296,1.00239961,0.00050000
1.798611,1.00291484,0.00050000
1.800926,1.00220593,0.00050000
1.803241,1.00207746,0.00050000
1.805556,1.00177138,0.00050000
1.807870,1.00303728,0.00050000
1.810185,1.00248482,0.00050000
1.812500,1.00332165,0.00050000
1.814815,1.00191774,0.00050000
1.817130,1.00239225,0.00050000
1.819444,1.00254002,0.00050000
1.821759,1.00320312,0.00050000
1.824074,1.00340461,0.00050000
1.826389,1.00216593,0.00050000
1.828704,1.00192016,0.00050000
1.831019,1.00161544,0.00050000
1.833333,1.00314876,0.00050000
1.835648,1.00243344,0.00050000
1.837963,1.00214971,0.00050000
1.840278,1.00244473,0.00050000
1.842593,1.00118798,0.00050000
1.844907,1.00160109,0.00050000
1.847222,1.00292827,0.00050000
1.849537,1.00265533,0.00050000
1.851852,1.00252928,0.00050000
1.854167,1.00195032,0.00050000
1.856481,1.00274174,0.00050000
1.858796,1.00333390,0.00050000
1.861111,1.00182919,0.00050000
1.863426,1.00244560,0.00050000
1.865741,1.00221744,0.00050000
1.868056,1.00261217,0.00050000
1.870370,1.00243547,0.00050000
1.872685,1.00235168,0.00050000
1.875000,1.00198087,0.00050000
1.877315,1.00241077,0.00050000
1.879630,1.00210818,0.00050000
1.881944,1.00233888,0.00050000
1.884259,1.00237705,0.00050000
1.886574,1.00273268,0.00050000
1.888889,1.00211108,0.00050000
1.891204,1.00223723,0.00050000
1.893519,1.00293160,0.00050000
1.895833,1.00228313,0.00050000
1.898148,1.00225796,0.00050000
1.900463,1.00281772,0.00050000
